Teks;Lokasi;Waktu;User;Label
"b'Panas terik pulang sekolah, dua anak kecil nampak berkelahi, orang dewasa datang dan melerai namun mulut keduanya masih beradu sampah.. \n\n""dasar, anak Kodok luh!""\n\n""Njir, lu anak kampret, soak!!""\n\n#miris #sedih #marah'";;06/11/2018 5:22;ZonaLangit;0
b'@cv_wilcor @AndiArief__ Emang pernah lihat kampret saat aktivitas otaknya terbalik,  kalau saat tidur ia. He he';;06/11/2018 5:20;DoangUsman;0
b'@SuryaLubis77 @jokowi Kaum kampret tdk lebih dari iblis dajjal... Wajar mereka ada utk menyebar fitnah dan kebencian, kalian ga bisa liat junjungan kalian seperti dajjal... Penjual agamanya harga yg sangat murah...terhina kalian dunia akhirat';;06/11/2018 5:19;andhiraharjo;1
b'\xf0\x9f\x98\xbb\n       /!\\\n       /\xc2\xb0\\\n\nKampret mana bisa :v';;06/11/2018 5:19;Derisnugraha21;1
b'@Syarman59 Yg Positif seperti ini para kampret tidak akan merespon';Turen;06/11/2018 5:17;CakFiq99;1
b'Kampret ga bisa milih https://t.co/McIJmKXsMJ';;06/11/2018 5:15;chowangce;1
b'@ebugogo2periode @DivHumas_Polri @CCICPolri @aduankonten Payah ni jd Kampret.. \xf0\x9f\xa4\x92';;06/11/2018 5:14;Eliaresa;1
b'Jangan di balik lah kalau bicara..? Nanti seperti dibilang kampret marah..??? Saya tanya : \n\n- Pernah hutang ngk..??\n- Pernah Investasi ngk..?\n- Pernah jadi suami ngk..? \n- Pernah tandur padi ngk..?\n\nSemua ada proses dan hasil perlu waktu cuk ! @AndiArief__ https://t.co/kfDoPFEsqi';;06/11/2018 5:14;wahyonokuP;1
b'@SalmaBrecht @Eliaresa @NurmaTgr @Kania_Sari27 @PANDHITADHYASA1 @mochamadarip @04Nakula @KoRnHurry @suipade Kalo kampret mah pasti mau ,,yg penting sesama kampret...';;06/11/2018 5:12;NgopiJahe_09;1
b'antre di warung lamanya minta ampun\ngerah\npanas\nku hanya ingin mandi\nkampret bgt ini cuacanya, pagi hujan siang panas \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5';;06/11/2018 5:12;nuralka;0
b'@PejuangJateng @filbertstwn @Swarnadiva9 @al_nghothot @royan19741 @harimaumacannnn @WetanKi @_SEKNAS_RI @Ardhie_9179 @LebahBorneo @juventini_3rwin @Namaku_Mei @Nanaa_rosaa @CetakBalikpapan @we_are_one_nkri @AlbertSolo2 @AsgharAyie @MohamadFalah11 @vintenas @_verrel_costacu @SuryoUdoro @JhrPujianto @vanbastiannos @JokSusi2019 @Sulthon47164536 @ulysses_ferrel @_hugo_evans @212ThePowerOff1 @jnnewrw @TjahjadiJudono @mikha690 @carina_niken @YantoJasriyanto @lidah_tornado @aher28_annie @Indones89018401 @m_y_ee @Anak_Perantau_ @QArifani @stefan_ivanov_ @mr_iwn @reno_2 @AndySirajuddin @Quvvatt @FrennyPahibe @_Randy_Matthews @Audy_Sebastian @prabowo @sandiuno @Gerindra \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 skalipun bejibun dikasih data dan fakta, kampret kagak bakalan nerimo..';;06/11/2018 5:11;mr_coffelatte;1
b'@EAndesla @RizmaWidiono @4Y4NKZ @Gerindra @andre_rosiade Diskusi apa persekusi dng nalar otak kampret??  Saya rasa mereka gak ada yg mereka jual.  Mereka cuma jual hoax fitnah dan pembual..';;06/11/2018 5:11;Regazzyx;1
b'kampret aku lapar tapi terjebak di dalam ruangan';;06/11/2018 5:10;nuenq;0
"b'Kampret mau ke semnas malah ketiduran grgr tadi mau berangkat malah ""bentar deh lagi ujan"".\n\nUdah bayar 35K woyy :\'(('";;06/11/2018 5:04;ririrahayu_;0
"b'@permadiaktivis @prabowo semua akan waras pd waktunya. kampret yg msh gelantungan di ketek wowo a/ mereka yg blm dpt Hidayah. Msh diliputi kebodohan &amp; kedunguan'";;06/11/2018 5:01;fajarbrandals1;1
"b'Kampret mana suaranya??? \xf0\x9f\x91\x82\xf0\x9f\x91\x82\n\nPenguatan rupiah pd pagi ini menjadi yg TERTINGGI dibandingkan mata uang lain di kawasan Asia. Diikuti won Korea Selatan yg menguat 0,15 persen &amp; peso Filipina 0,08 persen. Sementara dolar Singapura stagnan.\n\nKeren kan \xf0\x9f\x91\x8d\xf0\x9f\x98\x8e\nhttps://t.co/7oM4GUF2an'";;06/11/2018 5:00;Je_Ly;1
b'@cv_wilcor @AndiArief__ Kampret itu kebalik saat tidur,  saat aktifitas otaknya cerdas. Emang ada orang tidur otaknya dipake buat mikir.';;06/11/2018 4:58;DoangUsman;0
"b'saking jarangnya ketemu dan sudah lama tidak saling tukar cerita,\nbahkan sahabat sendiri pun berasa orang asing\n\nyang saling sapa aku kamu,\nbukan lagi ""monyet"" atau ""kampret""'";;06/11/2018 4:58;litaarr;0
b'@marta_1892 Cebong x kampret. Cocok bet';;06/11/2018 4:52;irfannstwn;0
b'@suipade @pujangga1123 @jokowi Kan sudah benar.  Dia tidak salah.  \nanda kan tahu kalau kampret mikir nya terbalik. \nBiarkan saja menghibur diri hhhh';;06/11/2018 4:51;ajieteupangestu;1
b'@roby_wijadja @prabowo @RizmaWidiono @marierteman @RestyCayah @SurYosodipuro_ @maspiyuuu Terserah lu dah pret. Males udahan sama semua cuitan kampret yang melihat Jokowi selalu salah. @ApriliaLin';;06/11/2018 4:51;dindaHabiballah;1
b'@detikcom Siap2 dibully kampret';;06/11/2018 4:51;tongtong_sot;1
b'@jordanchoi88 @joko39946310 @korantempo Masih mending kampret ada otak nya, sebelah sono kecebong. Boro boro ada otak, gen mikir nya pun pasti ga ada';;06/11/2018 4:49;GebrielJie;2
b'@yulyulii_ @indomymenfess @BTS_twt Kampret \xf0\x9f\x98\x82\xf0\x9f\x98\x82\nGua kira mic bobrok \xf0\x9f\x98\x82';;06/11/2018 4:49;jeonjeonjung97;1
b'@j_rd07 @andreputra1967 @uthamita @Gerindra Ga milih jokowi kok nagih janji..kampret emang minta di gampar';;06/11/2018 4:48;septyan_junot;1
"b'@dulatips kerenan kampret dul, ada super hero nya, ""batman"", cebong mah ga punya....paling mangkok kobokan buat nyilem'";;06/11/2018 4:46;andxz;2
b'@RealForJKW Keberatan bahasanya pak....otak kampret ga nyampe kesitu....\xf0\x9f\x98\x80\xf0\x9f\x98\x81';;06/11/2018 4:46;rizal_yudistira;1
b'@kaesangp Foto shop...wkwkwk...anjiiir kampret kpn pinternya yak \xf0\x9f\x98\x84 perlu asupan sang pisang yg banyak nih kampret keknya biar pinteran dikit \xf0\x9f\x98\x84';;06/11/2018 4:46;Susan_tiHand;1
b'@Panjinovan2 @SuryaLubis77 @jokowi Alasan orang PKS yg menghalalkan segala cara. Klo pernah ibadah dimana mau disembunyikannya. KAMPRET emang logikanya kebalik. Lo kalo dijawa masih banyak kyai yg bilang alpatekah. Gak usah sok paling jago deh Lo. Klo masih mendukung Wowo namanya orang munafik.';;06/11/2018 4:46;abiarsaumar;1
b'@kaesangp Koq kampret suka bener yah bahas PKI, apa mereka melewatkan pelajaran PPKN dan Sejarah waktu SD\nAtau memang benar2 Tolol pangkat tiga';;06/11/2018 4:45;AndiSiahaan07;1
b'@yongkiaryahooc1 @anandapramudyaa @AndiArief__ Kan kampret memang selalu terbalik balik, tidur aja terbalik, apalagi omongan nya.';;06/11/2018 4:45;ninopinyaaline;1
b'Sst..jgn sampai kampret tau,\nNtar kejang2 dia\xf0\x9f\x98\x81 https://t.co/0YaktwmVcv';;06/11/2018 4:44;irawan_jkw;1
b'@Ferdinand_Haean Orang jawa punya tata krama dan sopan santun gk kaya kampret..... Upp';;06/11/2018 4:41;AdiHaryawan;1
b'@hadman96 @fatioy @mutajir_mohamat @Ferdinand_Haean Pasti Uni Kampret dodol,  wkwkwk';;06/11/2018 4:40;Mr_Dwisu;1
b'@eae18 #JokowiYangBubarinHTI\n\nkok dituduh bela HTI.\n\notak KAMPRET EMANG KEBOLAK BALIK.';;06/11/2018 4:39;bgnryd;1
"b'@lutfithe13th @Dahnilanzar @prabowo .""....Koalisi adil dan makmur, Kalau Indonesia adil dan makmur kita tak perlu impor apa-apa lagi......."" Kalimat ini adalah kalimat bersyarat, Artinya Indonesia tak perlu impor apa-apa lagi kalau Indonesia adil dan makmur. \n\nJadi jelas kan dalam video itu, jangan dipelintir yah!'";;06/11/2018 2:41;Sadarudin;2
b'Katanya Koalisi Indonesia Adil Makmur, giliran infrastruktur diluar Jawa dibangun malah dikritik..#enakjamanJokowi';;04/11/2018 13:29;Martono_D;1
b'@andre_rosiade Trus yg menyampaikan publik siapa ? Pd hal tdk ada org pasar atau emak2 yg bicara, krn memang @prabowo @sandiuno itu produsen hoax indonesia dgn di distributornya para org di dlm koalisi adil makmur kan ?';;01/11/2018 19:26;daniaty_annisa;1
b'https://t.co/jbVpA0zuCr- Meski terkesan berjalan sendiri-sendiri, seluruh partai politik tergabung dalam Koalisi Indonesia Adil Makmur pendukung pasangan Prabowo \xe2\x80\x93 Sandi meyakini kemenangan di Provinsi Lampung.... https://t.co/cuNZcVglNu';;01/11/2018 15:42;radartvlampung;0
b'@fadlizon Ayo bang fadli dijalankan...yg baik bersama sekutu yg baik dan loyal...biar mantab koalisi indonesia adil dan makmur';;31/10/2018 15:02;yandika30310730;2
b'@fadlizon terus kawal bang, ini ujian pertama partai koalisi Indonesia ADIL DAN MAKMUR....';;31/10/2018 8:45;AsepDan99;2
b'Agenda Politik Koalisi Adil Makmur  : Prabowo di Jatim, Sandiaga di Seputar Jakarta - Pusat Siaran Pers Indonesia https://t.co/wbJY563B6i';;31/10/2018 3:53;PusatSiaranPers;0
b'Alasan Prabowo-Sandi Pilih Nama \xe2\x80\x98Koalisi Indonesia Adil Makmur\xe2\x80\x99 \xe2\x80\x93 BIM\xc2\xa019/09 https://t.co/Dh4HKlWXJk';;28/10/2018 2:48;HorasSumutNews6;0
b'Sandiaga Uno: Pemikiran Bung Hatta Jadi Landasan Koalisi Indonesia Adil Makmur https://t.co/c9rXAZpXlK';;27/10/2018 14:26;liputan6dotcom;0
b'@ulinyusron @Yusrilihza_Mhd Hahaha Selamat bergabung di koalisi Indonesia Kerja pak.\xf0\x9f\x91\x8d\xf0\x9f\x91\x8f\nSemoga kehadiran pak YIM ikut membawa semangat baru.\nSesuai UU Advokat,Profesi Advokat itu tidak identik dengan klien yg dibela. Jadi kalau beliau jd pengacara HTI bukan berarti beliau jg HTI.';;05/11/2018 14:22;justiciabelen;0
b'Selamat datang pak @Yusrilihza_Mhd Di koalisi Indonesia kerja,,';;05/11/2018 12:32;KamaluddinAl;0
"b'&gt;&gt; Calon Presiden nomor urut 01 itu menghadiri acara ""Konsolidasi Tim Kampanye Daerah, Koalisi Indonesia Kerja Provinsi Banten"" di ICE Bumi Serpong Damai, Tangerang, Banten.\n#01JokowiLagi \n#01IndonesiaMaju'";;05/11/2018 7:39;diasfaraa;1
b'Wow, Saat memasuki ruang acara, para ibu-ibu caleg Koalisi Indonesia Kerja itu langsung teriak dong\xe2\x80\xa6 semua pada mendekat biar bisa selfi dengan Jokowi.\n#PerempuanHebat01';;04/11/2018 22:15;oktafanny2;1
b'Turut Serta Hadir dalam Acara Rapat Konsolidasi Team Kampanye Daerah Prov. Banten Koalisi Indonesia Kerja.\nPengarahan Langsung Dari Calon Presiden Ir. H. Joko Widodo\n\nMerdeka\xe2\x80\xa6 https://t.co/McLDtVuJSi';Legok;04/11/2018 18:00;DermawanLase;0
b'para ibu-ibu caleg Koalisi Indonesia Kerja itu langsung teriak dong semua pada mendekat biar bisa selfi dengan Jokowi.\r#PerempuanHebat01';;04/11/2018 8:47;RendyIr57744774;1
b'Amazing guys Saat memasuki ruang acara, para ibu-ibu caleg Koalisi Indonesia Kerja itu langsung teriak dong yaa\xe2\x80\xa6 semua pada merapat biar bisa selfi dengan Jokowi. @PowerEmak @ridlwandjogja\n#PerempuanHebat01';;04/11/2018 6:49;yashintanadia;1
b'Teriakan Jokowi Menang Menggema di Deklarasi Caleg Perempuan Koalisi Indonesia Kerja https://t.co/gzBsbOV2dw';;04/11/2018 5:23;radarbangsa_com;0
b'Jokowi Hadiri Deklarasi Caleg Perempuan Koalisi Indonesia Kerja https://t.co/uSUIa5yiCq';;04/11/2018 5:23;radarbangsa_com;0
"b""Kedatangan Calon Wakil Presiden RI, Sandiaga Salahuddin Uno ke empat daerah di Sulsel membuat Tim Kampanye Daerah (TKD) Koalisi Indonesia Kerja (KIK) Sulsel Joko Widodo-Ma'ruf Amin angkat bicara. \xc2\xa0\n\nhttps://t.co/egL5r8alc8""";;04/11/2018 4:02;rakyatkudotcom;0
b'Konsolidasi Tim Kampanye Daerah Koalisi Indonesia Kerja Provensi Banten\n\nH.Joko Widodo-Prof.Dr (H.C) K.H Maruf Amin\n\n#Jkw2Priode\n#BersamaBANGUNBangsa\n#PSI11\n#HiskiaBANGUN\n#No4\n#HB4';;04/11/2018 2:29;Hiskia3i;1
b'@kompascom Tim yg solid, ga ada drama, ga ada intrik politik, bener2 memperjuangkan hak2 rakyat bukan kepentingan partai.... Koalisi Indonesia Kerja emang hebat, salut \xf0\x9f\x91\x8d';;01/11/2018 0:12;buyarboz;1
b'@FrennyPahibe KIK dong koalisi indonesia kerja membangun negeri.';;31/10/2018 13:56;MasNdiens;1
b'@wakadol2012 Dan di DPR, partai koalisi Indonesia kerja yang terkorup om \xf0\x9f\x98\x82';;31/10/2018 6:35;segalarah;2
"b'@AndiArief__ Partai yg menurun drastis suaranya di rakyat indonesia,  mencoba tebar pesona dg mengungkit ungkit hasil kerja si ""kaisar""...\nPadahal partai ini berkoalisi dg prabowo.. Aneh ya prestasinya prabowo ga di pamerin... \nHhhh... ""Koalisi muka dua""'";;30/10/2018 12:43;William91381929;2
"b""Rapat Kerja Nasional \nTim Kampanye Koalisi Indonesia Kerja\nSurabaya, 27 - 28 Oktober 2018\n\nJoko Widodo - KH. Ma'ruf Amin @ Hotel Empire Surabaya https://t.co/9CTNrNOnwG""";Bubutan;27/10/2018 6:32;bayuutoro;0
"b""Tim Kampanye Nasional (TKN) Koalisi Indonesia Kerja (KIK) Joko Widodo-Ma'ruf Amin akan menggelar Rakernas  akan diikuti oleh seluruh Tim Kampanye Daerah (TKD) seluruh Indonesia. Tak terkecuali TKD Sulsel, di Surabaya, Sabtu-Minggu (27-28/10/2018).\n\nhttps://t.co/gihcelJuJ5""";;27/10/2018 1:08;rakyatkudotcom;0
b'Haruskah digeneralisir kultur Surakarta, pakde, hya utk membela ucpan satu org saja? https://t.co/OU1xvMPhiv';;06/11/2018 7:05;JsRachman;0
b'@pakde_lukman simak updatenya di media sosial kami ya, Lukman.';;06/11/2018 7:02;TutaFilms;0
b'Pakde YG, sblm bikin survival show yg lain, debutin aja dulu Mixnine. Comeback Akmu, Lee Hi, CL, Dara msh dinanti. Mbok ya jangan maruk udh mo bikin survival show lg :( Ntar yg baru malah terabaikan';;06/11/2018 6:45;xiaoanisaa;0
b'@w1n2017 @aniesbaswedan @KIPusat @DKIJakarta Suramadu, Tol cipali , Bandara Kertajati adalah peninggal Beye diresmikan n digratiskan pakde #pakde';;06/11/2018 6:44;arismilanis;2
b'@PDI_Perjuangan Lanjut pakde.';;06/11/2018 6:43;AlbertSolo2;0
b'@Nirmala24289765 emang mau sm pakde??.. hahaha';;06/11/2018 6:40;arif2702daulay;0
b'Gubernurnya bu Khofifah pak. Koq pakde Karwo yang postphone? https://t.co/FvBZmiNqHs';;06/11/2018 6:30;roninkhalid;0
b'@MurtadhaOne Hebat... Gak ada yg nangis kl deket pakde... Gak kyk yg bocah kmrn digendong sm genderuWooo trus nangis';;06/11/2018 6:28;Afesa2;1
b'Jaga kesehatan pakde @jokowi. Indonesia memerlukan bapak.. #01JokowiLagi https://t.co/2pELDx3VDA';;06/11/2018 6:15;ADSastrawidjaja;1
b'Niiih salam jempol dari pakde @jokowi hehehe\n#01JokowiLagi';;06/11/2018 6:02;Yasruldeng;1
"b'Mprop @picoez &amp; pakde amal @Amal_Alghozali mungkin tertarik menggunakan bahasa sejenis ini dlm tweet2nya \xf0\x9f\x98\x81 https://t.co/UWlCe9M0L8'";;06/11/2018 6:01;My_Name_VeYo;0
b'@jawapos Bebas pakde...';;06/11/2018 5:56;aguspipid36;0
b'@McFatimah @VIVAcoid Makanya itu bro, Sumatera barat bukan patokan buat pakde @jokowi \xf0\x9f\x98\x87 \xf0\x9f\x98\x87 masih banyak Sumatera lainnya \n#tetapjokowi2019 #jokowi2periode';;06/11/2018 5:42;Dinata_Franky;1
b'@arndptri_ Katanya jd tim pemenangan pakde, bener ga tuh?\n\nEh salah mantion akun';;06/11/2018 5:34;kurniandaru;0
b'@pakde_lukman @kurawa @vjdaniel Pantau terus media sosial kami yaa. :)';;06/11/2018 5:31;TutaFilms;0
b'@kompascom Tapi sy bersyukur, jadi berkurang lawan pakDe @jokowi';;06/11/2018 5:25;MohamadFalah11;1
b'@jokowi Pakde sehat terus ya kami bangga memilikimu. #2019pilihjokowi #2019tetapJokowi';;06/11/2018 5:22;InnayahAnggy;1
b'@Je_Ly @jokowi Kalau lihat si @sandiuno Uda di kerubuti seperti pakDe baru gw bilang dia bisa merebut suara milenial, penampilan sandi aga ga trend milenial, masih jauh sama pakDe';;06/11/2018 5:22;MohamadFalah11;1
b'@SatpamSosmed @pr1841788 @prabowo @PKSejahtera @RockyGaring @projopusat @IndoPluralitas @RestyCayah @purwo82092883 Mereka sudah sepakat saling menunggangi buat ngalahin Pakde. Berikutnya mereka bakal saling mengadali (kalo menang)';;06/11/2018 5:14;Y_Radianto;1
b'Tenang aja Pakde, Tuhan Maha Baik kok ga bakal antum meninggal kesambar petir \xf0\x9f\x98\x9c https://t.co/KWoCx4Ss6L';;06/11/2018 5:11;agunglaksnoo;0
b'#BeritaJatim \nPakde Karwo: Jatim Tulang Punggung Ketahanan Pangan Nasional https://t.co/mPrOaCCJqI';;06/11/2018 4:54;nusakininews;0
b'Mohon informasi bioskop yg menayangkan film A Man Called Ahok di Jawa Tengah. @kurawa @vjdaniel @TutaFilms';;06/11/2018 4:50;pakde_lukman;0
b'@blackhammerch tongkrongan favorit mu pakde';Pekalongan Selatan;06/11/2018 4:50;zazza_07;0
b'Pakde langsung tunduk https://t.co/h57OnczvzV';;06/11/2018 4:49;i_iucain;0
b'Ga ah, ini murni profesional. Waktu dulu aja pak Yusril jadi pengacara nelayan Thailand yg ada kasus dengan Indonesia. Dia memang pengacara profesional tidak milih2 klien https://t.co/TXyY2sInHt';;06/11/2018 4:31;pakde_lukman;0
b'@bepe20 Jus lah pakde biar sehat\xf0\x9f\x92\xaa';;06/11/2018 4:19;elgustamasanari;0
b'@PapahEndut @ayahdiar @PartaiSocmed Sip, yang babi dan kurma aja ga boleh dibercandain';;06/11/2018 4:16;pakde_lukman;0
b'@MFrentica @jokowi Ya rakyat kecil mengais rezeki saja d singkirkan ma pakde ..contoh keberhasilan memberantas topeng monyet yg sukses Ahihihi';;06/11/2018 4:10;HFrenky;2
b'@ketjupmesra Kelakuan manusianya belum tentu semua internesyenel pakde';;06/11/2018 4:05;maswik_;0
b'Tuuuh pakde @jokowi aja olah raga,\nMasa kamu tidak hehehe\n#01JokowiLagi https://t.co/3zYWtaHJE0';;06/11/2018 4:05;La_masagena;1
b'@davidfong_ Seneng banget jilat ludah sendiri.\nHadeuh pakde pakde...!!!\nKira2 bergabungnya YIM bisa mencerahkan pakde #Mukidi gak pak @davidfong_ ?\nAtau bergabungnya YIM diharapkan u/ bisa mencerdaskan c_bong ?\n#seriusnanya..\n\n#JokowiBersamaPengacaraHTI \n#JokowiBersamaPengacaraHTI';;06/11/2018 3:53;we_leanat;2
b'@emakdirumah Lain kali kalo bikin kuis harusnya jangan sebut nama2 ikan lagi\ntapi berapa banyak gunting yang pakde punya \xf0\x9f\x98\x81';;06/11/2018 3:53;aagunawan;
b'Bersyukur buat berita ini. Ternyata memang perekonomian Indonesia dibawah Pakde @jokowi memang tetap baik, meskipun kubu sebelah selalu menghujat. Kita buktikan saja. Kerja. Kerja. Kerja.\n\nhttps://t.co/pLD3q72wI4';Sukolilo;06/11/2018 3:51;hendrasembiring;1
b'@broccolichana @zietyn_ifa @VenusRae2 @jansen_jsp @rafara_14 Sejak  pakde  jdi  presiden';;06/11/2018 3:50;bhairawamanu;0
b'@pakde_w0 Hai Kak, untuk update otomatis tidak bisa di matikan karena sudah dari sistem nya seperti itu. untuk kendala channel yang banyak bisa di sarankan untuk di masukan ke dalam grup favorit.';;06/11/2018 3:46;kvisiontv;0
b'@FansNerazzurri Cc: pakde @ausilio';;06/11/2018 3:44;YAP58;0
b'@OmRusli Oya maap pakde';;06/11/2018 3:30;intanorii;0
b'Dugaan Korupsi Rp 6 M, Pakde Tegur Dirut PT Jamkrida https://t.co/camHDWI06E';;06/11/2018 2:55;SurabayaPagi;0
b'Yusril Ihza Jadi Pengacara Jokowi-Maruf, Ferdinand Hutahaean: Saya Kaget dan Hampir Tak Percaya\n\nUntung dia gak jantungan...itulah hebatnya pakde..semua akan jd cebong pd waktunya\xf0\x9f\x98\x8a https://t.co/QXzqbthGjQ';Mijen;06/11/2018 2:52;RafikaBayu;1
b'Jng kira kubu Jokowi cukup open-minded kalau gue kasitau knp gue berenti dukung pakde. Yg terlihat di permukaan (e.g make dp Twitter #JokowiDuaPeriode) ga seramah yg gue kenal di rumah atau di kampus. Jd gabakal w kasitau, males kelahi~';;06/11/2018 2:43;fastfoodrep;1
b'Tolong pakde @jokowi dikondisikan ini \xf0\x9f\x98\xad https://t.co/a7Jta8GKna';;06/11/2018 2:38;farizaryansyah;0
b'Plot twist: sebenernya prabowo mengagumi dan mendukung pakde biar jd presiden, sedikit demi sedikit mnurunkan citranya sendiri... hehe';;06/11/2018 2:02;syxjm;1
b'Pagi2 ada yg nelpon dg nomor asing. Untung kebiasaan gw ga lgsg angkat nomor asing. Trs kakak gw nanya,ini hari apa? Oiya bs jd itu pakde/bude gw yg mo jodohin gw itu yg nelpon. Kan mreka apal jadwal libjr gw pas kerja. Dan pas gw tlusuri emang tuh nomor nelpon tiap selasa';;06/11/2018 1:53;pdewaprayitno;0
b'@jokowi Keren pakde';;06/11/2018 1:52;MuhRiza65;1
b'@pakde_w0 Baik Kak, bisa diinformasikan nomor ID pelanggan Kakak yang dimiliki ke DM kami';;06/11/2018 1:51;kvisiontv;0
b'@fauzi_gunaawan @bawono_geo @DjajaBudi @DenmasBedj0 @cheche605 @WinSamb @Dennysiregar7 @prabowo Janji janji yang dilupakan Pakde: \n- Mobil esemka\n- tidak impor pangan\n- ekonomi 7%\n- buy back Indosat\nDll';;06/11/2018 1:12;ahmedpedros;2
b'@dewantara_adjie @muttle9 @AlaricLuthfy @NurmaTgr @ebugogo2periode @fluidasae @krakatau_putra @Ninnocyber @Nink47018190 @HD52766966 @himawan1978 @Sukardi2017 @juventini_3rwin @yan_tanuwidjaya @cv_wilcor @Nanaa_rosaa @anandapramudyaa @mikha690 @arekgubeng2 @XihxhouxExchou @syharilaaa @Mmahalik2 @Quvvatt @Igedemanuke9 @bungkusKopi33 @koecing_pasar @Wakil_Jelata @stefan_ivanov_ @nissa080789 @Vivittts @AndriawanRandie @LindraEddianto @Nayarakofif @ArdianzidanYuma @jaganegeriku @Jojo8890475283 @baim_tamvan @haryodanis @SuperCebong @cuminumc @masbudi111 @Black_Widower @baru_kaya @ariefdwir16 @MetroTvBoxLies @Benoeboejoeg @ThinkSantri @fd_SatuLagi @B1G_kaySae Semua Presiden ada membangun...tapi yang terbaik Pakde..dan yang terbesar Pakde.. Mau bicara apapun masyarakat disini yang menilai..mau bicara jungkir balik pun gak bisa pungkiri bahwa Intim menyukai jokowi..\xf0\x9f\x98\x82\nYa ya.nti 2024 kita pikirkan lagi..\xf0\x9f\x98\x82';;06/11/2018 0:50;Eliaresa;1
b'@Herlitaap @ghnut Pakde joko';;06/11/2018 0:20;tiantium;0
b'@AkunTofa kalo eks-HTI ngedukung Pakde, nanti bilangnya HTI udah disadarkan Pakde, oleh Pakde dan untuk Pakde. Tpi klo mendukung 08, HTI anti pancasila dsb dsb. Standar Ganda, yg boleh hanya mereka...';;06/11/2018 0:19;solitude87;2
b'@syakban_nas @Official_PAN @saididu @prabowo @ZUL_Hasan @eddy_soeparno Memangnya ada hotel yg menolak orang berwajah boyolali?';;05/11/2018 23:59;pakde_lukman;0
b'Selamat pagi Pakde \xf0\x9f\x99\x8f https://t.co/wWWA5RRA7E';;05/11/2018 23:55;StanleyAWar;0
b'@_Hrst @altefalken Gw kira Pakde, haha';;05/11/2018 23:23;kalampatah;0
b'@eLfathir_ @DivHumas_Polri @PolriMultimedia Polisi beraninya sama ibu2. Sedangkan akun provokasi kaya si lemon ga ditangkap. Soalnya dia paling ahli tuit provokasi yg aman dari aturan UU ITE';;05/11/2018 23:15;pakde_lukman;0
"b'&gt;&gt;&gt;&gt;&gt;&gt;Yuk,,,.mas, mbak,pakde mbokde main #CrackThePuzzle sekarang dan menangkan hadiah total senilai Rp50.000.000 https://t.co/OSvSe1SxS3&gt;&gt;&gt;&gt;&gt;?????&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;'";;05/11/2018 23:06;miftakhulkhoi19;0
b'@hmskaban @kang_maman76 Bisa jd YIM kecewa gak jadi apa2 di 2019...mkanya,mau jadi pengacara nya si pakde,siapa tau dpt apa2...\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n#JokowiBersamaPengacaraHTI \n#tenggelamkanPBB';;05/11/2018 23:00;sutari111;2
b'Selamat jalan pakde bambang es pe ato yg familiar dipanggil bambang terenchem.beliau pelaku musik yg terdahulu dikota solo,beliau sebagai drumer di trenchem band.semoga amal dan ibadah beliau diterima disisinya.amiinn';;05/11/2018 22:57;LordSymphony;0
b'@AnnaSuezann Jubir nya si pakde,si ace kan?gak aneh itu mah..';;05/11/2018 22:57;sutari111;0
b'@taktuntuang11 @AdityaSani @basuki_btp Bisa ga, tidak menghubungkan ini dengan copras capres.';;05/11/2018 22:45;pakde_lukman;0
b'@SatriaDysini @BangPino_ Kami tidak pernah menunjukkan dukungan secara langsung ke hti, dibilang kami bersama hti. Padahal yang bubarin pakde kok salah eks hti merapat ke oposisi. Kalo ga mau eks hti mendukung oposisi, jangan bubarin hti,.';;05/11/2018 22:03;saidedwin;2
b'Btw, siang ini yang punya lapak mau share lagi beberapa testimoni sobat Pakde yg berhasil semakin ideal. Awas jgn dipantengin, takut mupeng nnti :P';;05/11/2018 21:46;PetuahIDEAL;0
b'@zarazettirazr @luviku Kejang kejang Lo ye....pada gabung Ama pakde ckckck';;05/11/2018 21:39;ROAX77;1
b'@fitriln Ke Yogya Fit, ngangkring sama pakde Agus';;05/11/2018 20:24;AsriInsiana;0
b'@tempodotco Ngikut pakde hijrah aje \xf0\x9f\x98\x82 biar ratingnya naik';;05/11/2018 18:49;rifki________08;0
b'Coba tantang jg unt mengakhiri politik upah murah bang @RamliRizal, baik pak @jokowi maupun pakde @prabowo gimana om @trias_sejagad @Aspek_Indonesia @KspiCitu @FSPMI_KSPI https://t.co/1ERpujf2Xw';;05/11/2018 18:17;kafa_abi;0
b'@ices_tea @permadiaktivis Klop....pakde pro asing \xf0\x9f\x98\x82\n#JokowiBersamaPengacaraHTI #JokowiBersamaPengacaraHTI #JokowiBersamaPengacaraHTI \n\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3';;05/11/2018 17:54;Dio_Nzee;2
b'Bukan cuma itu, buat pria yg sudah menikah pun, Pakde punya produk yg bisa meningkatkan stamina KHUSUS pria dewasa. Apa itu ? :)';;05/11/2018 17:46;PetuahIDEAL;0
